等级,机制,副本名称,游戏图片,货币奖励,特殊物品
70,,失落之都拉巴纳斯塔,,100 80 10,九宫幻卡：人马王洛弗卡勒 九宫幻卡：冷血剑阿加斯 管弦乐琴乐谱：三等分 管弦乐琴乐谱：桥上之战 管弦乐琴乐谱：阿尔蒂玛优雅形态
70,,封闭圣塔黎铎拉纳大灯塔,,100 80 10,劳动八号 九宫幻卡：鬼龙雅兹玛特 管弦乐琴乐谱：基鲁菲冈之谜 管弦乐琴乐谱：卒中 管弦乐琴乐谱：剑闪
70,,乐欲之所瓯博讷修道院,,100 100 12,迷你拉姆萨 九宫幻卡：圣天使阿尔蒂玛 管弦乐琴乐谱：繁星之下 管弦乐琴乐谱：紧急1 管弦乐琴乐谱：退热剂 管弦乐琴乐谱：异形之人 管弦乐琴乐谱：阿尔蒂玛完美形态
70,,欧米茄时空狭缝 德尔塔幻境1,,10,管弦乐琴乐谱：战斗2δ
70,,欧米茄时空狭缝 德尔塔幻境2,,10,管弦乐琴乐谱：战斗2δ
70,,欧米茄时空狭缝 德尔塔幻境3,,10,管弦乐琴乐谱：战斗2δ
70,,欧米茄时空狭缝 德尔塔幻境4,,10,迷你艾克斯迪司 管弦乐琴乐谱：决战δ
70,,欧米茄时空狭缝 西格玛幻境1,,10,管弦乐琴乐谱：决战σ
70,,欧米茄时空狭缝 西格玛幻境2,,10,管弦乐琴乐谱：决战σ
70,,欧米茄时空狭缝 西格玛幻境3,,10,管弦乐琴乐谱：决战σ
70,√,欧米茄时空狭缝 西格玛幻境4,,10,迷你凯夫卡 管弦乐琴乐谱：妖星乱舞σ 第1乐章 管弦乐琴乐谱：妖星乱舞σ 第2乐章 管弦乐琴乐谱：妖星乱舞σ 第3乐章 阿尔法之羽
70,,欧米茄时空狭缝 阿尔法幻境1,,20,管弦乐琴乐谱：战斗α
70,,欧米茄时空狭缝 阿尔法幻境2,,20,管弦乐琴乐谱：万龙之祖
70,,欧米茄时空狭缝 阿尔法幻境3,,20,管弦乐琴乐谱：逃亡
70,,欧米茄时空狭缝 阿尔法幻境4,,20,迷你欧米茄 九宫幻卡：欧米茄 管弦乐琴乐谱：无心
70,√,欧米茄零式时空狭缝 德尔塔幻境1,,15,
70,√,欧米茄零式时空狭缝 德尔塔幻境2,,15,
70,√,欧米茄零式时空狭缝 德尔塔幻境3,,15,
70,√,欧米茄零式时空狭缝 德尔塔幻境4,,15,老者水晶 迷你艾克斯迪司
70,√,欧米茄零式时空狭缝 西格玛幻境1,,15,
70,√,欧米茄零式时空狭缝 西格玛幻境2,,15,
70,√,欧米茄零式时空狭缝 西格玛幻境3,,15,
70,√,欧米茄零式时空狭缝 西格玛幻境4,,15,空军装甲认证密钥 迷你凯夫卡 阿尔法之羽
70,√,欧米茄零式时空狭缝 阿尔法幻境1,,30,
70,√,欧米茄零式时空狭缝 阿尔法幻境2,,30,
70,√,欧米茄零式时空狭缝 阿尔法幻境3,,30,
70,√,欧米茄零式时空狭缝 阿尔法幻境4,,30,欧米茄认证密钥 迷你欧米茄 九宫幻卡：欧米茄
80,,复制工厂废墟,,100 100 12,辅助机054 辅助机316 九宫幻卡：9S 管弦乐琴乐谱：遗留之所／斜光 管弦乐琴乐谱：异物显现 管弦乐琴乐谱：远古之歌／赎罪 管弦乐琴乐谱：双极的噩梦 管弦乐琴乐谱：世界的重量／水晶序曲版 物资货箱：二号B型防具
80,,人偶军事基地,,100 100 12,自走人偶2B 自走人偶2P 九宫幻卡：2P 管弦乐琴乐谱：谎言之城 管弦乐琴乐谱：祖母／破坏 管弦乐琴乐谱：异形的末路 管弦乐琴乐谱：天降之力～破坏一切的黑色巨人／混合版
80,√,希望之炮台：“塔”,,100 120 15,自走人偶9S 机械生物 九宫幻卡：2B 管弦乐琴乐谱：终结之音 管弦乐琴乐谱：追悼 管弦乐琴乐谱：艾米尔／绝望 管弦乐琴乐谱：凯宁／最终幻想主题曲版 管弦乐琴乐谱：终结之音：丁 发型样式：2B 发型样式：9S 人造人玩偶
80,,伊甸希望乐园 觉醒之章1,,10,管弦乐琴乐谱：力战前行 ～暗影～
80,,伊甸希望乐园 觉醒之章2,,10,管弦乐琴乐谱：力战前行 ～暗影～
80,,伊甸希望乐园 觉醒之章3,,10,管弦乐琴乐谱：耀眼浪苍
80,,伊甸希望乐园 觉醒之章4,,10,迷你伊甸 管弦乐琴乐谱：地裂
80,,伊甸希望乐园 共鸣之章1,,10,管弦乐琴乐谱：雷轰电转
80,,伊甸希望乐园 共鸣之章2,,10,管弦乐琴乐谱：原始的堕天使
80,,伊甸希望乐园 共鸣之章3,,10,
80,√,伊甸希望乐园 共鸣之章4,,10,迷你琳 管弦乐琴乐谱：忘却的此岸
80,,伊甸希望乐园 再生之章1,,20,
80,,伊甸希望乐园 再生之章2,,20,管弦乐琴乐谱：不要畏惧 ～暗影～
80,,伊甸希望乐园 再生之章3,,20,管弦乐琴乐谱：传说之兽 ～暗影～
80,,伊甸希望乐园 再生之章4,,20,迷你盖娅 九宫幻卡：伊甸之约 管弦乐琴乐谱：不会失效的约定
80,√,伊甸零式希望乐园 觉醒之章1,,15,
80,,伊甸零式希望乐园 觉醒之章2,,15,
80,,伊甸零式希望乐园 觉醒之章3,,15,
80,√,伊甸零式希望乐园 觉醒之章4,,15,气垫船认证密钥 迷你伊甸
80,√,伊甸零式希望乐园 共鸣之章1,,15,
80,√,伊甸零式希望乐园 共鸣之章2,,15,
80,,伊甸零式希望乐园 共鸣之章3,,15,
80,√,伊甸零式希望乐园 共鸣之章4,,15,拉姆水晶 迷你琳
80,,伊甸零式希望乐园 再生之章1,,30,
80,,伊甸零式希望乐园 再生之章2,,30,
80,√,伊甸零式希望乐园 再生之章3,,30,
80,√,伊甸零式希望乐园 再生之章4,,30,伊甸水晶 迷你盖娅 九宫幻卡：伊甸之约 管弦乐琴乐谱：极尽 ～暗影～
90,,灿烂神域阿格莱亚,,100 100 12,迷你阿泽玛 九宫幻卡：纳尔 管弦乐琴乐谱：巡礼者之路 管弦乐琴乐谱：威光 管弦乐琴乐谱：生命的天平
90,√,喜悦神域欧芙洛绪涅,,100 100 12,迷你哈罗妮 九宫幻卡：梅茵菲娜 管弦乐琴乐谱：众神的宠爱 管弦乐琴乐谱：跃动的大地 管弦乐琴乐谱：满月之夜
90,√,荣华神域塔利亚,,100 120 15,迷你奥修昂 九宫幻卡：欧罗基亚 管弦乐琴乐谱：心愿如风随行 管弦乐琴乐谱：热情的奔流 管弦乐琴乐谱：艾欧泽亚神话
90,,万魔殿 边境之狱1,,10,九宫幻卡：埃里克特翁尼亚斯
90,,万魔殿 边境之狱2,,10,
90,,万魔殿 边境之狱3,,10,管弦乐琴乐谱：惩戒的镣铐
90,,万魔殿 边境之狱4,,10,诺斯费拉图 管弦乐琴乐谱：此处有狮
90,√,万魔殿 炼净之狱1,,10,管弦乐琴乐谱：无声尖叫
90,√,万魔殿 炼净之狱2,,10,管弦乐琴乐谱：尖叫
90,√,万魔殿 炼净之狱3,,10,管弦乐琴乐谱：尖叫
90,√,万魔殿 炼净之狱4,,10,迷你埃里克特翁尼亚斯 九宫幻卡：赫淮斯托斯 管弦乐琴乐谱：其火尚存
90,√,万魔殿 荒天之狱1,,20,管弦乐琴乐谱：疲惫不堪
90,√,万魔殿 荒天之狱2,,20,管弦乐琴乐谱：疲惫不堪
90,√,万魔殿 荒天之狱3,,20,管弦乐琴乐谱：转瞬即逝
90,√,万魔殿 荒天之狱4,,20,迷你雅典娜 九宫幻卡：雅典娜 管弦乐琴乐谱：不倦之人雅典娜
90,√,零式万魔殿 边境之狱1,,15,九宫幻卡：埃里克特翁尼亚斯
90,√,零式万魔殿 边境之狱2,,15,
90,√,零式万魔殿 边境之狱3,,15,
90,√,零式万魔殿 边境之狱4,,15,亚灵菲尼克司角笛 诺斯费拉图
90,√,零式万魔殿 炼净之狱1,,15,
90,√,零式万魔殿 炼净之狱2,,15,
90,√,零式万魔殿 炼净之狱3,,15,
90,√,零式万魔殿 炼净之狱4,,15,炎灵兽水晶 迷你埃里克特翁尼亚斯 九宫幻卡：赫淮斯托斯 管弦乐琴乐谱：相白质黑
90,√,零式万魔殿 荒天之狱1,,30,
90,√,零式万魔殿 荒天之狱2,,30,
90,√,零式万魔殿 荒天之狱3,,30,
90,√,零式万魔殿 荒天之狱4,,30,巨型钝口螈角笛 迷你雅典娜 九宫幻卡：雅典娜 管弦乐琴乐谱：阿尔蒂玛完美形态 ～晓月～
100,√,朱诺：第一巡行,,150 20,微暗之王 九宫幻卡：暗之王 破破烂烂的乐谱 皇家大马士革织物
100,√,阿卡狄亚登天斗技场 轻量级1,,10 5,九宫幻卡：黑猫 管弦乐琴乐谱：开演时间！
100,√,阿卡狄亚登天斗技场 轻量级2,,10 5,管弦乐琴乐谱：甜甜蜜蜜
100,√,阿卡狄亚登天斗技场 轻量级3,,10 5,管弦乐琴乐谱：燃烧的灵魂
100,√,阿卡狄亚登天斗技场 轻量级4,,10 5,黑小猫 管弦乐琴乐谱：孤注一掷
100,,阿卡狄亚登天斗技场 中量级1,文件:112597.png,,管弦乐琴乐谱：跟着节奏跳起来
100,,阿卡狄亚登天斗技场 中量级2,文件:112599.png,,管弦乐琴乐谱：回到画板上
100,,阿卡狄亚登天斗技场 中量级3,文件:112601.png,,管弦乐琴乐谱：从不畏惧
100,,阿卡狄亚登天斗技场 中量级4,文件:112603.png,,九宫幻卡：剑嚎 管弦乐琴乐谱：全力释放 面部配饰：时髦眼镜
100,√,阿卡狄亚零式登天斗技场 轻量级1,,15,九宫幻卡：黑猫
100,√,阿卡狄亚零式登天斗技场 轻量级2,,15,
100,√,阿卡狄亚零式登天斗技场 轻量级3,,15,
100,√,阿卡狄亚零式登天斗技场 轻量级4,,15,独轮车S1启动钥匙 黑小猫 管弦乐琴乐谱：危险的赌注
100,,阿卡狄亚零式登天斗技场 中量级1,文件:112598.png,,
100,,阿卡狄亚零式登天斗技场 中量级2,文件:112600.png,,
100,,阿卡狄亚零式登天斗技场 中量级3,文件:112602.png,,
100,,阿卡狄亚零式登天斗技场 中量级4,文件:112604.png,,飞梭C9启动钥匙 九宫幻卡：剑嚎 管弦乐琴乐谱：无与伦比 面部配饰：时髦眼镜
70,√,巴哈姆特绝境战,,100,龙神图腾
70,√,究极神兵绝境战,,100,究极图腾
80,√,亚历山大绝境战,,100,机神城图腾
90,√,幻想龙诗绝境战,,100,龙诗图腾
90,√,欧米茄绝境验证战,,100,欧米茄图腾
100,√,光暗未来绝境战,,30,巫女图腾
100,√,暗黑之云诛灭战,,20,暗黑领域 暗黑羽衣 薄暗之云 发型样式：半双马尾
